sent_id,de,en,ru,level,source,audio,tatoeba_audio_license
g-donnerstag-n,Am Donnerstag habe ich einen Termin.,I have an appointment on Thursday.,В четверг у меня назначена встреча.,A1,llm,sent_g-donnerstag-n.mp3,
t3543780,Ich möchte ein Doppelzimmer.,I'd like a double room.,Я хотел бы двухместный номер.,A1,tatoeba:3543780,sent_t3543780.mp3,
t407713,Mein älterer Bruder lebt in einem kleinen Dorf.,My older brother lives in a small village.,Мой старший брат живет в небольшой деревушке.,A1,tatoeba:407713,sent_t407713.mp3,
g-dort-a,Der Bus hält dort vor dem Bahnhof.,The bus stops there in front of the station.,"Автобус останавливается там, перед вокзалом.",A1,llm,sent_g-dort-a.mp3,
t839,Draußen ist es ganz dunkel.,It's all dark outside.,На улице совсем темно.,A1,tatoeba:839,sent_t839.mp3,
t589939,Er ist drei Jahre jünger als ich.,He is younger than me by three years.,Он на три года младше меня.,A1,tatoeba:589939,sent_t589939.mp3,CC BY-NC 4.0
t551579,Ich habe dreizehn Katzen.,I keep thirteen cats.,У меня тринадцать кошек.,A1,tatoeba:551579,sent_t551579.mp3,CC BY-NC 4.0
t3406013,Es stehen dreißig Namen auf der Liste.,There are thirty names on the list.,В списке тридцать имён.,A1,tatoeba:3406013,sent_t3406013.mp3,CC BY-NC 4.0
t2138885,Der dritte Tag der Woche ist der Mittwoch.,The third day of the week is Wednesday.,Третий день недели — среда.,A1,tatoeba:2138885,sent_t2138885.mp3,
t810398,Diese Maschine kann sechzig Seiten in der Minute drucken.,This machine can print sixty pages a minute.,Эта машина может печатать шестьдесят страниц в минуту.,A1,tatoeba:810398,sent_t810398.mp3,
t4062651,Der Drucker funktioniert nicht.,The printer doesn't work.,Принтер не работает.,A1,tatoeba:4062651,sent_t4062651.mp3,
t362807,Bitte drücke den Knopf.,"Push the button, please.","Пожалуйста, нажми на кнопку.",A1,tatoeba:362807,sent_t362807.mp3,CC BY-NC 4.0
g-durch-p,Wir gehen jeden Morgen durch den Park.,We walk through the park every morning.,Мы каждое утро идём через парк.,A1,llm,sent_g-durch-p.mp3,
t7128531,Hast du die Durchsage gehört?,Did you hear the announcement?,Ты слышал объявление?,A1,tatoeba:7128531,sent_t7128531.mp3,
t413628,Ich habe immer noch Durst.,I'm still thirsty.,Я всё ещё хочу пить.,A1,tatoeba:413628,sent_t413628.mp3,
t7534716,Ich brauche eine heiße Dusche.,I need a hot shower.,Мне нужен горячий душ.,A1,tatoeba:7534716,sent_t7534716.mp3,CC BY 4.0
t901308,Ich dusche jeden Tag.,I shower every day.,Я принимаю душ каждый день.,A1,tatoeba:901308,sent_t901308.mp3,
t596938,Darf ich ein Foto von Ihnen machen?,Can I take your picture?,Можно мне Вас сфотографировать?,A1,tatoeba:596938,sent_t596938.mp3,
g-e-mail-n,Ich schreibe heute eine E-Mail an meine Freundin.,I am writing my friend an email today.,Сегодня я пишу электронное письмо своей подруге.,A1,llm,sent_g-e-mail-n.mp3,
t782663,Hast du eine Ehefrau?,Do you have a wife?,У тебя есть жена?,A1,tatoeba:782663,sent_t782663.mp3,
t3614321,Marias Ehemann ist reich.,Mary's husband is rich.,Муж Марии богат.,A1,tatoeba:3614321,sent_t3614321.mp3,
t369,Wo sind bitte die Eier?,"Where are the eggs, please?","Простите, где яйца?",A1,tatoeba:369,sent_t369.mp3,
t1314923,Habt ihr es eilig?,Are you in a hurry?,Вы спешите?,A1,tatoeba:1314923,sent_t1314923.mp3,
g-ein-o,Ich kaufe heute ein neues Buch.,I am buying a new book today.,Сегодня я покупаю новую книгу.,A1,llm,sent_g-ein-o.mp3,
g-eine-o,Ich habe eine Katze zu Hause.,I have a cat at home.,У меня дома есть кошка.,A1,llm,sent_g-eine-o.mp3,
t4067406,"So einfach ist das, fürchte ich, nicht.",I'm afraid it's not that simple.,"Боюсь, не так это просто.",A1,tatoeba:4067406,sent_t4067406.mp3,CC BY 4.0
t349788,Wo ist der Eingang des Museums?,Where is the entrance to the museum?,Где вход в музей?,A1,tatoeba:349788,sent_t349788.mp3,CC BY-NC 4.0
t662082,"Einhundert, zweihundert, dreihundert, vierhundert, fünfhundert, sechshundert, siebenhundert, achthundert, neunhundert, eintausend.","One hundred, two hundred, three hundred, four hundred, five hundred, six hundred, seven hundred, eight hundred, nine hundred, one thousand.","Сто, двести, триста, четыреста, пятьсот, шестьсот, семьсот, восемьсот, девятьсот, тысяча.",A1,tatoeba:662082,sent_t662082.mp3,
t359538,Ich muss einkaufen gehen.,I have to go shopping.,Я должен идти за покупками.,A1,tatoeba:359538,sent_t359538.mp3,
t604034,Sie hat uns zu ihrem Geburtstag eingeladen.,She invited us to her birthday party.,Она пригласила нас на свой день рождения.,A1,tatoeba:604034,sent_t604034.mp3,
t2156806,Wo ist meine Einladung?,Where is my invite?,Где моё приглашение?,A1,tatoeba:2156806,sent_t2156806.mp3,
t927,"Eins, zwei, drei, vier, fünf, sechs, sieben, acht, neun, zehn.","One, two, three, four, five, six, seven, eight, nine, ten.","Один, два, три, четыре, пять, шесть, семь, восемь, девять, десять.",A1,tatoeba:927,sent_t927.mp3,
t929887,Ich bin in den falschen Zug eingestiegen.,I got on the wrong train.,Я сел не в тот поезд.,A1,tatoeba:929887,sent_t929887.mp3,
t2417536,Was kostet der Eintritt?,How much is the admission?,Сколько за вход?,A1,tatoeba:2417536,sent_t2417536.mp3,
t8320798,Ich suche ein Einzelzimmer.,I'm looking for a single room.,Я ищу одноместный номер.,A1,tatoeba:8320798,sent_t8320798.mp3,CC BY 4.0
t1358772,Ich gehe um elf Uhr ins Bett.,I go to bed at eleven.,Я ложусь в одиннадцать.,A1,tatoeba:1358772,sent_t1358772.mp3,
t2190144,Meine Eltern sind nicht zu Hause.,My parents aren't home.,Моих родителей нет дома.,A1,tatoeba:2190144,sent_t2190144.mp3,
t9344252,"Ich empfehle dir, mit dem Bus zu fahren.",I recommend you go by bus.,Советую тебе поехать на автобусе.,A1,tatoeba:9344252,sent_t9344252.mp3,
t12221323,Der Empfänger ist unbekannt.,The recipient is unknown.,Получатель неизвестен.,A1,tatoeba:12221323,sent_t12221323.mp3,
t948970,Die Pause ist zu Ende.,The break is over.,Каникулы закончились!,A1,tatoeba:948970,sent_t948970.mp3,
t573199,Wie endet der Film?,How does the film end?,Как заканчивается фильм?,A1,tatoeba:573199,sent_t573199.mp3,
t903928,Entschuldigen Sie die Verspätung.,I'm sorry I'm late.,Простите за опоздание.,A1,tatoeba:903928,sent_t903928.mp3,
t1256,"Entschuldigung, ich habe mich verwählt.","Sorry, I must have dialed the wrong number.","Извините, я ошибся номером.",A1,tatoeba:1256,sent_t1256.mp3,
t632082,Er hat den gleichen Fehler zwei Mal gemacht.,He has made the same mistake twice.,Он сделал одну и ту же ошибку дважды.,A1,tatoeba:632082,sent_t632082.mp3,
t562487,Mein Vater war mit dem Ergebnis zufrieden.,My father was satisfied with the result.,Мой папа был доволен результатом.,A1,tatoeba:562487,sent_t562487.mp3,
t8064834,Ich werde dir die Situation später erklären.,I'll explain the situation to you later.,Я объясню тебе ситуацию позже.,A1,tatoeba:8064834,sent_t8064834.mp3,CC BY-NC 4.0
t1529110,"Meine Mutter erlaubte mir, ins Ausland zu gehen.",My mother allowed me to go abroad.,Мама разрешила мне поехать за границу.,A1,tatoeba:1529110,sent_t1529110.mp3,
t1550073,Der Januar ist der erste Monat des Jahres.,January is the first month of the year.,Январь — первый месяц года.,A1,tatoeba:1550073,sent_t1550073.mp3,CC BY-NC 4.0
t6970711,Tom ist der einzige Erwachsene im Zimmer.,Tom is the only adult in the room.,Том - единственный взрослый в комнате.,A1,tatoeba:6970711,sent_t6970711.mp3,
t621233,Erzähle uns die Geschichte von Anfang bis Ende.,Tell us the story from beginning to end.,Расскажи нам историю от начала до конца.,A1,tatoeba:621233,sent_t621233.mp3,
t261,"Ich weiß nicht, ob ich es noch habe.",I don't know if I still have it.,"Я не знаю, есть ли все еще у меня это.",A1,tatoeba:261,sent_t261.mp3,
t644424,Welche Sprache spricht man in eurem Land?,What language do you speak in your country?,На каком языке говорят в вашей стране?,A1,tatoeba:644424,sent_t644424.mp3,
t995424,Ist eure Mutter zu Hause?,Is your mother at home?,Ваша мать дома?,A1,tatoeba:995424,sent_t995424.mp3,
t1629725,"Was bin ich Ihnen schuldig? - Vier Euro, bitte.","How much do I owe you? - Four euros, please.","- Сколько я вам должен? - Четыре евро, пожалуйста.",A1,tatoeba:1629725,sent_t1629725.mp3,
t2230595,Europa ist kein Land.,Europe is not a country.,Европа - это не страна.,A1,tatoeba:2230595,sent_t2230595.mp3,
t10613193,Bist du Amerikaner oder Europäer?,Are you an American or a European?,Ты американец или европеец?,A1,tatoeba:10613193,sent_t10613193.mp3,
t7532363,Der Euro ist die europäische Währung.,The Euro is the European currency.,Евро - европейская валюта.,A1,tatoeba:7532363,sent_t7532363.mp3,CC BY 4.0
t135991,Er fährt mit dem Fahrrad zur Schule.,He goes to school by bicycle.,Он ездит в школу на велосипеде.,A1,tatoeba:135991,sent_t135991.mp3,
t5868835,Wo ist mein Fahrer?,Where's my driver?,Где мой водитель?,A1,tatoeba:5868835,sent_t5868835.mp3,
t2272533,Was kostet die Fahrkarte?,How much is the ticket?,Сколько стоит билет?,A1,tatoeba:2272533,sent_t2272533.mp3,
t360750,Ich will ein neues Fahrrad kaufen.,I want to buy a new bicycle.,Я хочу купить новый велосипед.,A1,tatoeba:360750,sent_t360750.mp3,CC BY-NC 4.0
t1245,Sie haben den falschen Schlüssel genommen.,You took the wrong key.,Вы взяли не тот ключ.,A1,tatoeba:1245,sent_t1245.mp3,
t6644263,Ich komme aus einer großen Familie.,I'm from a big family.,Я из большой семьи.,A1,tatoeba:6644263,sent_t6644263.mp3,CC BY-NC 4.0
t4224797,Schreiben Sie nur Ihren Familiennamen in Großbuchstaben.,Write only your family name in capitals.,Напишите только свою фамилию большими буквами.,A1,tatoeba:4224797,sent_t4224797.mp3,
t7500266,Wie ist Ihr Familienstand?,What's your marital status?,Каково Ваше семейное положение?,A1,tatoeba:7500266,sent_t7500266.mp3,
t9843633,"Ich weiß nicht, wie man ein Fax schickt.",I don't know how to send a fax.,"Я не знаю, как отправлять факс.",A1,tatoeba:9843633,sent_t9843633.mp3,
t670808,Wir hatten einen kurzen Urlaub im Februar.,We had a short holiday in February.,В феврале у нас был небольшой отпуск.,A1,tatoeba:670808,sent_t670808.mp3,
t3870776,Es fehlt ein Punkt am Ende des Satzes.,There's a full stop missing from the end of the sentence.,В конце фразы не хватает точки.,A1,tatoeba:3870776,sent_t3870776.mp3,CC BY-NC 4.0
g-fehler-n,Ich mache beim Schreiben oft kleine Fehler.,I often make small mistakes when writing.,Я часто делаю небольшие ошибки при письме.,A1,llm,sent_g-fehler-n.mp3,
t3292166,Möchtest du nach Feierabend noch einen trinken gehen?,Would you like to go out for a drink after work?,Хочешь после работы пропустить по стаканчику?,A1,tatoeba:3292166,sent_t3292166.mp3,
t11058792,Ich möchte meinen Geburtstag dieses Jahr nicht feiern.,I don't want to have a birthday party this year.,Я не хочу в этом году праздновать день рождения.,A1,tatoeba:11058792,sent_t11058792.mp3,
t745895,Heute ist ein Feiertag.,Today is a holiday.,Сегодня выходной.,A1,tatoeba:745895,sent_t745895.mp3,CC BY 4.0
t381141,Darf ich heute Abend fernsehen?,May I watch TV tonight?,Можно я сегодня вечером посмотрю телевизор?,A1,tatoeba:381141,sent_t381141.mp3,
t427272,Das Essen ist noch nicht fertig.,The food's not ready yet.,Еда ещё не готова.,A1,tatoeba:427272,sent_t427272.mp3,CC BY-NC 4.0
t8320819,Ich mache ein Feuer.,I'm making a fire.,Я развожу костёр.,A1,tatoeba:8320819,sent_t8320819.mp3,CC BY 4.0
t362168,Ich habe kein Fieber.,I have no fever.,У меня нет температуры.,A1,tatoeba:362168,sent_t362168.mp3,CC BY-NC 4.0
t1155,Der Film hat mir gefallen.,I liked this film.,Фильм мне понравился.,A1,tatoeba:1155,sent_t1155.mp3,
g-finden-v,Ich finde meine Schlüssel heute nicht.,I cannot find my keys today.,Я сегодня не могу найти свои ключи.,A1,llm,sent_g-finden-v.mp3,
t445919,"Ich begann letztes Jahr, für diese Firma zu arbeiten.",I started working for this company last year.,Я начал работать в этой компании в прошлом году.,A1,tatoeba:445919,sent_t445919.mp3,CC BY-NC 4.0
t400013,"Wissen Sie, wie man Fisch kocht?",Do you know how to cook fish?,Вы умеете готовить рыбу?,A1,tatoeba:400013,sent_t400013.mp3,CC BY-NC 4.0
t901,Meine Mutter hat zwei Flaschen Orangensaft gekauft.,My mother bought two bottles of orange juice.,Моя мама купила две бутылки апельсинового сока.,A1,tatoeba:901,sent_t901.mp3,
t360873,Ich kann kein Fleisch essen.,I can't eat meat.,Я не могу есть мясо.,A1,tatoeba:360873,sent_t360873.mp3,CC BY-NC 4.0
t8320826,Ich fliege mit dem Flugzeug.,I go by plane.,Я лечу на самолёте.,A1,tatoeba:8320826,sent_t8320826.mp3,CC BY 4.0
t1518944,Ich bin mit dem Taxi zum Flughafen gefahren.,I went to the airport by taxi.,Я поехал в аэропорт на такси.,A1,tatoeba:1518944,sent_t1518944.mp3,
