word_id,lemma,display,pos,gender,plural,verb_forms,level,topic,en,ru,freq_rank,source,audio,status
durch-p,durch,durch,prep,,,,A1,reisen-verkehr,"through, across","через, сквозь",,dwds,word_durch-p.mp3,enriched
durchsage-n,Durchsage,die Durchsage,noun,fem.,Durchsagen,,A1,reisen-verkehr,"announcement, public announcement","объявление, сообщение",,dwds,word_durchsage-n.mp3,enriched
durst-n,Durst,der Durst,noun,mask.,(Sg.),,A1,essen-trinken,thirst,жажда,,dwds,word_durst-n.mp3,enriched
dusche-n,Dusche,die Dusche,noun,fem.,Duschen,,A1,koerper-gesundheit,shower,душ,,dwds,word_dusche-n.mp3,enriched
duschen-v,duschen,duschen,verb,,,,A1,koerper-gesundheit,to shower,принимать душ,,dwds,word_duschen-v.mp3,enriched
duerfen-v,dürfen,dürfen,verb,,,"darf, durfte, hat gedurft",A1,grundwortschatz,"may, be allowed to","мочь, иметь разрешение",,dwds,word_duerfen-v.mp3,enriched
e-mail-n,E-Mail,die E-Mail,noun,fem.,E-Mails,,A1,dienstleistungen,email,"электронное письмо, электронная почта",,dwds,word_e-mail-n.mp3,enriched
ecke-n,Ecke,die Ecke,noun,fem.,Ecken,,A1,reisen-verkehr,corner,"угол, перекрёсток",,dwds,word_ecke-n.mp3,enriched
ehefrau-n,Ehefrau,die Ehefrau,noun,fem.,Ehefrauen,,A1,person-familie,"wife, spouse","жена, супруга",,dwds,word_ehefrau-n.mp3,enriched
ehemann-n,Ehemann,der Ehemann,noun,mask.,Ehemänner,,A1,person-familie,"husband, spouse","муж, супруг",,dwds,word_ehemann-n.mp3,enriched
ei-n,Ei,das Ei,noun,neutr.,Eier,,A1,essen-trinken,egg,яйцо,,dwds,word_ei-n.mp3,enriched
eilig-a,eilig,eilig,adj,,,,A1,reisen-verkehr,"hurried, in a hurry","спешащий, торопящийся",,dwds,word_eilig-a.mp3,qa_flagged
ein-o,ein,ein,other,mask.,,,A1,grundwortschatz,"a, an","один, какой-то",,dwds,word_ein-o.mp3,qa_flagged
eine-o,eine,eine,other,fem.,,,A1,grundwortschatz,"a, an","одна, какая-то",,dwds,word_eine-o.mp3,enriched
einfach-a,einfach,einfach,adj,,,,A1,grundwortschatz,"simple, easy","простой, лёгкий",,dwds,word_einfach-a.mp3,enriched
eingang-n,Eingang,der Eingang,noun,mask.,Eingänge,,A1,reisen-verkehr,"entrance, entry",вход,,dwds,word_eingang-n.mp3,enriched
einhundert-o,einhundert,einhundert,num,,,,A1,grundwortschatz,one hundred,сто,,dwds,word_einhundert-o.mp3,enriched
einkaufen-v,einkaufen,einkaufen,verb,,,,A1,einkaufen,"go shopping, shop","ходить за покупками, делать покупки",,dwds,word_einkaufen-v.mp3,enriched
einladen-v,einladen,einladen,verb,,,"lädt ein, lud ein, hat eingeladen",A1,termine,invite,приглашать,,dwds,word_einladen-v.mp3,enriched
einladung-n,Einladung,die Einladung,noun,fem.,Einladungen,,A1,termine,"invitation, invite",приглашение,,dwds,word_einladung-n.mp3,enriched
eins-o,eins,eins,num,,,,A1,grundwortschatz,"one, a grade A","один, пятёрка",,dwds,word_eins-o.mp3,qa_flagged
einsteigen-v,einsteigen,einsteigen,verb,,,"steigt ein, stieg ein, ist eingestiegen",A1,reisen-verkehr,"get on, board",садиться в транспорт,,dwds,word_einsteigen-v.mp3,enriched
eintausend-o,eintausend,eintausend,num,,,,A1,grundwortschatz,one thousand,тысяча,,dwds,word_eintausend-o.mp3,enriched
eintritt-n,Eintritt,der Eintritt,noun,mask.,Eintritte,,A1,freizeit-hobby,"admission, entry fee","вход, плата за вход",,dwds,word_eintritt-n.mp3,enriched
einzelzimmer-n,Einzelzimmer,das Einzelzimmer,noun,neutr.,Einzelzimmer,,A1,reisen-verkehr,single room,одноместный номер,,dwds,word_einzelzimmer-n.mp3,enriched
elf-o,elf,elf,num,,,,A1,grundwortschatz,eleven,одиннадцать,,dwds,word_elf-o.mp3,enriched
eltern-n,Eltern,die Eltern (Pl.),noun,,Eltern,,A1,person-familie,parents,родители,,dwds,word_eltern-n.mp3,enriched
empfehlen-v,empfehlen,empfehlen,verb,,,"empfiehlt, empfahl, hat empfohlen",A1,freizeit-hobby,"recommend, suggest","рекомендовать, советовать",,dwds,word_empfehlen-v.mp3,enriched
empfaenger-n,Empfänger,der Empfänger,noun,mask.,Empfänger,,A1,dienstleistungen,"recipient, addressee","получатель, адресат",,dwds,word_empfaenger-n.mp3,enriched
ende-n,Ende,das Ende,noun,neutr.,Enden,,A1,grundwortschatz,"end, ending",конец,,dwds,word_ende-n.mp3,enriched
enden-v,enden,enden,verb,,,,A1,grundwortschatz,"end, finish","заканчиваться, завершаться",,dwds,word_enden-v.mp3,enriched
entschuldigen-v,entschuldigen,entschuldigen,verb,,,,A1,grundwortschatz,"apologize, excuse","извиняться, просить прощения",,dwds,word_entschuldigen-v.mp3,enriched
entschuldigung-n,Entschuldigung,die Entschuldigung,noun,fem.,Entschuldigungen,,A1,grundwortschatz,"apology, excuse me","извинение, простите",,dwds,word_entschuldigung-n.mp3,enriched
er-o,er,er,pron,mask.,,,A1,person-familie,"he, him","он, его",,dwds,word_er-o.mp3,enriched
ergebnis-n,Ergebnis,das Ergebnis,noun,neutr.,Ergebnisse,,A1,lernen-schule,"result, outcome","результат, итог",,dwds,word_ergebnis-n.mp3,enriched
erklaeren-v,erklären,erklären,verb,,,,A1,lernen-schule,"explain, clarify","объяснять, разъяснять",,dwds,word_erklaeren-v.mp3,enriched
erlauben-v,erlauben,erlauben,verb,,,,A1,grundwortschatz,"allow, permit","разрешать, позволять",,dwds,word_erlauben-v.mp3,enriched
erste-o,erste,erste,adj,,,,A1,grundwortschatz,first,"первый, первая",,dwds,word_erste-o.mp3,enriched
erwachsene-n,Erwachsene,die Erwachsene,noun,fem.,Erwachsene,,A1,person-familie,"adult, grown-up","взрослый, взрослая",,dwds,word_erwachsene-n.mp3,enriched
erzaehlen-v,erzählen,erzählen,verb,,,,A1,person-familie,"tell, narrate","рассказывать, повествовать",,dwds,word_erzaehlen-v.mp3,enriched
es-o,es,es,pron,neutr.,,,A1,grundwortschatz,"it, this","оно, это",,dwds,word_es-o.mp3,enriched
essen-n,Essen,das Essen,noun,neutr.,(Sg.),,A1,essen-trinken,"food, meal","еда, блюдо",,dwds,word_essen-n.mp3,enriched
essen-v,essen,essen,verb,,,"isst, aß, hat gegessen",A1,essen-trinken,eat,"есть, кушать",,dwds,word_essen-v.mp3,enriched
euer-o,euer,euer,pron,mask.,,,A1,person-familie,"your, yours","ваш, ваша, ваше",,dwds,word_euer-o.mp3,enriched
eure-o,eure,eure,pron,fem.,,,A1,person-familie,"your, yours","ваша, ваши",,dwds,word_eure-o.mp3,enriched
euro-n,Euro,der Euro,noun,mask.,Euro,,A1,einkaufen,euro,евро,,dwds,word_euro-n.mp3,enriched
europa-n,Europa,das Europa,noun,neutr.,(Sg.),,A1,reisen-verkehr,Europe,Европа,,dwds,word_europa-n.mp3,enriched
europaeer-n,Europäer,der Europäer,noun,mask.,Europäer,,A1,person-familie,European,европеец,,dwds,word_europaeer-n.mp3,enriched
europaeisch-a,europäisch,europäisch,adj,,,,A1,reisen-verkehr,European,европейский,,dwds,word_europaeisch-a.mp3,enriched
fahren-v,fahren,fahren,verb,,,"fährt, fuhr, ist gefahren",A1,reisen-verkehr,"go, drive","ехать, водить",,dwds,word_fahren-v.mp3,enriched
fahrer-n,Fahrer,der Fahrer,noun,mask.,Fahrer,,A1,reisen-verkehr,driver,водитель,,dwds,word_fahrer-n.mp3,enriched
fahrkarte-n,Fahrkarte,die Fahrkarte,noun,fem.,Fahrkarten,,A1,reisen-verkehr,ticket,билет,,dwds,word_fahrkarte-n.mp3,enriched
fahrrad-n,Fahrrad,das Fahrrad,noun,neutr.,Fahrräder,,A1,reisen-verkehr,"bicycle, bike",велосипед,,dwds,word_fahrrad-n.mp3,enriched
falsch-a,falsch,falsch,adj,,,,A1,grundwortschatz,"wrong, incorrect","неправильный, неверный",,dwds,word_falsch-a.mp3,enriched
familie-n,Familie,die Familie,noun,fem.,Familien,,A1,person-familie,family,семья,,dwds,word_familie-n.mp3,enriched
familienname-n,Familienname,der Familienname,noun,mask.,Familiennamen,,A1,person-familie,"last name, surname",фамилия,,dwds,word_familienname-n.mp3,enriched
familienstand-n,Familienstand,der Familienstand,noun,mask.,Familienstände,,A1,person-familie,marital status,семейное положение,,dwds,word_familienstand-n.mp3,enriched
farbe-n,Farbe,die Farbe,noun,fem.,Farben,,A1,einkaufen,"color, colour",цвет,,dwds,word_farbe-n.mp3,enriched
fax-n,Fax,das Fax,noun,neutr.,Faxe,,A1,dienstleistungen,fax,факс,,dwds,word_fax-n.mp3,enriched
februar-n,Februar,der Februar,noun,mask.,Februare,,A1,grundwortschatz,February,февраль,,dwds,word_februar-n.mp3,enriched
fehlen-v,fehlen,fehlen,verb,,,,A1,grundwortschatz,"be missing, miss","не хватать, отсутствовать",,dwds,word_fehlen-v.mp3,enriched
fehler-n,Fehler,der Fehler,noun,mask.,Fehler,,A1,lernen-schule,"mistake, error",ошибка,,dwds,word_fehler-n.mp3,enriched
feierabend-n,Feierabend,der Feierabend,noun,mask.,Feierabende,,A1,arbeit,end of workday,конец рабочего дня,,dwds,word_feierabend-n.mp3,enriched
feiern-v,feiern,feiern,verb,,,,A1,freizeit-hobby,"celebrate, party","праздновать, отмечать",,dwds,word_feiern-v.mp3,enriched
feiertag-n,Feiertag,der Feiertag,noun,mask.,Feiertage,,A1,grundwortschatz,public holiday,"праздничный день, выходной",,dwds,word_feiertag-n.mp3,enriched
fernsehen-v,fernsehen,fernsehen,verb,,,"sieht fern, sah fern, hat ferngesehen",A1,freizeit-hobby,watch television,смотреть телевизор,,dwds,word_fernsehen-v.mp3,enriched
fertig-a,fertig,fertig,adj,,,,A1,grundwortschatz,"ready, finished","готовый, законченный",,dwds,word_fertig-a.mp3,enriched
feuer-n,Feuer,das Feuer,noun,neutr.,Feuer,,A1,umwelt-wetter,"fire, blaze","огонь, пожар",,dwds,word_feuer-n.mp3,enriched
fieber-n,Fieber,das Fieber,noun,neutr.,(Sg.),,A1,koerper-gesundheit,"fever, temperature","жар, температура",,dwds,word_fieber-n.mp3,qa_flagged
film-n,Film,der Film,noun,mask.,Filme,,A1,freizeit-hobby,"film, movie",фильм,,dwds,word_film-n.mp3,enriched
finden-v,finden,finden,verb,,,"findet, fand, hat gefunden",A1,grundwortschatz,"find, think","находить, считать",,dwds,word_finden-v.mp3,enriched
firma-n,Firma,die Firma,noun,fem.,Firmen,,A1,arbeit,"company, firm","компания, фирма",,dwds,word_firma-n.mp3,enriched
fisch-n,Fisch,der Fisch,noun,mask.,Fische,,A1,essen-trinken,fish,рыба,,dwds,word_fisch-n.mp3,enriched
flasche-n,Flasche,die Flasche,noun,fem.,Flaschen,,A1,essen-trinken,bottle,бутылка,,dwds,word_flasche-n.mp3,qa_flagged
fleisch-n,Fleisch,das Fleisch,noun,neutr.,(Sg.),,A1,essen-trinken,meat,мясо,,dwds,word_fleisch-n.mp3,enriched
fliegen-v,fliegen,fliegen,verb,,,"fliegt, flog, ist geflogen",A1,reisen-verkehr,"fly, travel by plane","летать, лететь на самолёте",,dwds,word_fliegen-v.mp3,enriched
flughafen-n,Flughafen,der Flughafen,noun,mask.,Flughäfen,,A1,reisen-verkehr,airport,аэропорт,,dwds,word_flughafen-n.mp3,enriched
flugzeug-n,Flugzeug,das Flugzeug,noun,neutr.,Flugzeuge,,A1,reisen-verkehr,"airplane, plane",самолёт,,dwds,word_flugzeug-n.mp3,enriched
formular-n,Formular,das Formular,noun,neutr.,Formulare,,A1,dienstleistungen,"form, application form","формуляр, бланк",,dwds,word_formular-n.mp3,enriched
foto-n,Foto,das Foto,noun,neutr.,Fotos,,A1,freizeit-hobby,"photo, picture","фотография, фото",,dwds,word_foto-n.mp3,enriched
frage-n,Frage,die Frage,noun,fem.,Fragen,,A1,grundwortschatz,question,вопрос,,dwds,word_frage-n.mp3,enriched
fragen-v,fragen,fragen,verb,,,,A1,grundwortschatz,"ask, inquire",спрашивать,,dwds,word_fragen-v.mp3,qa_flagged
frau-n,Frau,die Frau,noun,fem.,Frauen,,A1,person-familie,"woman, Mrs.","женщина, госпожа",,dwds,word_frau-n.mp3,enriched
frei-a,frei,frei,adj,,,,A1,freizeit-hobby,"free, available","свободный, незанятый",,dwds,word_frei-a.mp3,enriched
freitag-n,Freitag,der Freitag,noun,mask.,Freitage,,A1,grundwortschatz,Friday,пятница,,dwds,word_freitag-n.mp3,enriched
freizeit-n,Freizeit,die Freizeit,noun,fem.,(Sg.),,A1,freizeit-hobby,"free time, leisure","свободное время, досуг",,dwds,word_freizeit-n.mp3,enriched
fremd-a,fremd,fremd,adj,,,,A1,lernen-schule,"foreign, unfamiliar","иностранный, чужой",,dwds,word_fremd-a.mp3,enriched
freuen-v,freuen,freuen,verb,,,,A1,person-familie,"be glad, look forward","радоваться, быть довольным",,dwds,word_freuen-v.mp3,enriched
freund-n,Freund,der Freund,noun,mask.,Freunde,,A1,person-familie,"friend, boyfriend","друг, парень",,dwds,word_freund-n.mp3,enriched
freundin-n,Freundin,die Freundin,noun,fem.,Freundinnen,,A1,person-familie,"female friend, girlfriend","подруга, девушка",,dwds,word_freundin-n.mp3,enriched
frueher-a,früher,früher,adv,,,,A1,grundwortschatz,"earlier, formerly","раньше, прежде",,dwds,word_frueher-a.mp3,qa_flagged
fruehjahr-n,Frühjahr,das Frühjahr,noun,neutr.,Frühjahre,,A1,umwelt-wetter,"spring, springtime",весна,,dwds,word_fruehjahr-n.mp3,enriched
fruehling-n,Frühling,der Frühling,noun,mask.,Frühlinge,,A1,umwelt-wetter,"spring, springtime",весна,,dwds,word_fruehling-n.mp3,enriched
fruehstueck-n,Frühstück,das Frühstück,noun,neutr.,Frühstücke,,A1,essen-trinken,breakfast,завтрак,,dwds,word_fruehstueck-n.mp3,enriched
fruehstuecken-v,frühstücken,frühstücken,verb,,,,A1,essen-trinken,have breakfast,завтракать,,dwds,word_fruehstuecken-v.mp3,enriched
fuss-n,Fuß,der Fuß,noun,mask.,Füße,,A1,koerper-gesundheit,"foot, feet","ступня, нога",,dwds,word_fuss-n.mp3,enriched
fussball-n,Fußball,der Fußball,noun,mask.,Fußbälle,,A1,freizeit-hobby,"soccer, football",футбол,,dwds,word_fussball-n.mp3,enriched
fuehrung-n,Führung,die Führung,noun,fem.,Führungen,,A1,reisen-verkehr,"tour, leadership","экскурсия, руководство",,dwds,word_fuehrung-n.mp3,qa_flagged
fuenf-o,fünf,fünf,num,,,,A1,grundwortschatz,five,пять,,dwds,word_fuenf-o.mp3,enriched
fuenfzehn-o,fünfzehn,fünfzehn,num,,,,A1,grundwortschatz,fifteen,пятнадцать,,dwds,word_fuenfzehn-o.mp3,enriched
fuenfzig-o,fünfzig,fünfzig,num,,,,A1,grundwortschatz,fifty,пятьдесят,,dwds,word_fuenfzig-o.mp3,enriched
fuer-p,für,für,prep,,,,A1,grundwortschatz,for,"для, за",,dwds,word_fuer-p.mp3,qa_flagged
garten-n,Garten,der Garten,noun,mask.,Gärten,,A1,wohnen,"garden, yard","сад, двор",,dwds,word_garten-n.mp3,enriched
gast-n,Gast,der Gast,noun,mask.,Gäste,,A1,person-familie,"guest, visitor","гость, посетитель",,dwds,word_gast-n.mp3,enriched
geben-v,geben,geben,verb,,,"gibt, gab, hat gegeben",A1,grundwortschatz,"give, there is/are","давать, иметься",,dwds,word_geben-v.mp3,enriched
geboren-o,geboren,geboren,adj,,,,A1,person-familie,born,"рождённый, родившийся",,dwds,word_geboren-o.mp3,qa_flagged
geburtsjahr-n,Geburtsjahr,das Geburtsjahr,noun,neutr.,Geburtsjahre,,A1,person-familie,year of birth,год рождения,,dwds,word_geburtsjahr-n.mp3,enriched
geburtsort-n,Geburtsort,der Geburtsort,noun,mask.,Geburtsorte,,A1,person-familie,"place of birth, birthplace","место рождения, родной город",,dwds,word_geburtsort-n.mp3,enriched
geburtstag-n,Geburtstag,der Geburtstag,noun,mask.,Geburtstage,,A1,person-familie,birthday,день рождения,,dwds,word_geburtstag-n.mp3,enriched
gefallen-v,gefallen,gefallen,verb,,,"gefällt, gefiel, hat gefallen",A1,freizeit-hobby,"appeal to, be liked",нравиться,,dwds,word_gefallen-v.mp3,enriched
gegen-p,gegen,gegen,prep,,,,A1,grundwortschatz,"against, around (time)","против, около (времени)",,dwds,word_gegen-p.mp3,enriched
gehen-v,gehen,gehen,verb,,,"geht, ging, ist gegangen",A1,reisen-verkehr,"go, walk","идти, ходить",,dwds,word_gehen-v.mp3,enriched
gehoeren-v,gehören,gehören,verb,,,"gehört, gehörte, hat gehört",A1,person-familie,"belong to, be a member","принадлежать, состоять в",,dwds,word_gehoeren-v.mp3,enriched
gelb-a,gelb,gelb,adj,,,,A1,einkaufen,yellow,жёлтый,,dwds,word_gelb-a.mp3,enriched
geld-n,Geld,das Geld,noun,neutr.,(Sg.),,A1,einkaufen,money,деньги,,dwds,word_geld-n.mp3,enriched
gemuese-n,Gemüse,das Gemüse,noun,neutr.,(Sg.),,A1,essen-trinken,vegetables,овощи,,dwds,word_gemuese-n.mp3,qa_flagged
gepaeck-n,Gepäck,das Gepäck,noun,neutr.,(Sg.),,A1,reisen-verkehr,"luggage, baggage",багаж,,dwds,word_gepaeck-n.mp3,enriched
gerade-a,gerade,gerade,adv,,,,A1,grundwortschatz,"now, just","сейчас, только что",,dwds,word_gerade-a.mp3,enriched
geradeaus-a,geradeaus,geradeaus,adv,,,,A1,reisen-verkehr,straight ahead,прямо,,dwds,word_geradeaus-a.mp3,enriched
gern-a,gern,gern,adv,,,,A1,freizeit-hobby,"gladly, with pleasure","охотно, с удовольствием",,dwds,word_gern-a.mp3,enriched
gerne-a,gerne,gerne,adv,,,,A1,freizeit-hobby,"gladly, with pleasure","охотно, с удовольствием",,dwds,word_gerne-a.mp3,enriched
geschenk-n,Geschenk,das Geschenk,noun,neutr.,Geschenke,,A1,einkaufen,"gift, present",подарок,,dwds,word_geschenk-n.mp3,enriched
geschlossen-o,geschlossen,geschlossen,adj,,,,A1,einkaufen,"closed, shut","закрытый, запертый",,dwds,word_geschlossen-o.mp3,enriched
geschwister-n,Geschwister,das Geschwister,noun,neutr.,Geschwister,,A1,person-familie,siblings,братья и сёстры,,dwds,word_geschwister-n.mp3,qa_flagged
geschaeft-n,Geschäft,das Geschäft,noun,neutr.,Geschäfte,,A1,einkaufen,"shop, business","магазин, дело",,dwds,word_geschaeft-n.mp3,enriched
gespraech-n,Gespräch,das Gespräch,noun,neutr.,Gespräche,,A1,arbeit,"conversation, talk","разговор, беседа",,dwds,word_gespraech-n.mp3,enriched
gestern-a,gestern,gestern,adv,,,,A1,grundwortschatz,yesterday,вчера,,dwds,word_gestern-a.mp3,enriched
getraenk-n,Getränk,das Getränk,noun,neutr.,Getränke,,A1,essen-trinken,"drink, beverage",напиток,,dwds,word_getraenk-n.mp3,enriched
gewicht-n,Gewicht,das Gewicht,noun,neutr.,Gewichte,,A1,koerper-gesundheit,weight,вес,,dwds,word_gewicht-n.mp3,enriched
gewinnen-v,gewinnen,gewinnen,verb,,,"gewinnt, gewann, hat gewonnen",A1,freizeit-hobby,"win, gain","побеждать, выигрывать",,dwds,word_gewinnen-v.mp3,enriched
